Record Date,smart,Stored Value Card,pass1,pass3,pass5,tokens,ncmc,group,qr,QR NammaMetro,QR WhatsApp,QR Paytm,Total_Flow,Total_Revenue,day_of_week,is_weekend,month,year,flow_lag1,flow_lag7,revenue_lag1,revenue_lag7,flow_roll7,flow_roll14,revenue_roll7,revenue_roll14
2025-07-17,447487,446768,147,45,527,188748,23503,475,158926,44234,85932,28760,819858,23409099.0,Thursday,False,7,2025,833190.0,861753.0,23784038.0,24693089.0,747869.1428571428,775166.5714285715,21526371.714285713,22272158.07142857
2025-07-18,428303,427485,232,23,563,198721,22699,467,179181,49001,98752,31428,830189,23785961.0,Friday,False,7,2025,819858.0,741152.0,23409099.0,21459788.0,760588.7142857143,778912.2142857143,21858682.14285714,22367189.0
2025-07-19,295263,294844,267,46,106,241119,15513,298,206337,54289,116338,35710,758949,21929801.0,Saturday,True,7,2025,830189.0,585974.0,23785961.0,17162896.0,785299.4285714285,791964.5714285715,22539668.57142857,22728527.285714287
2025-07-20,145952,145511,367,11,63,259037,8391,178,163996,52741,75864,35391,577995,16935554.0,Sunday,True,7,2025,758949.0,595309.0,21929801.0,17458133.0,782826.0,771974.8571428572,22465014.42857143,22186519.285714287
2025-07-21,443588,442772,192,17,607,209448,24038,31,170834,50365,90918,29551,848755,24306346.0,Monday,False,7,2025,577995.0,832960.0,16935554.0,23829444.0,785082.4285714285,771996.0714285715,22533143.285714287,22194135.42857143
2025-07-23,460352,459465,235,26,626,192654,25517,400,163634,45043,88410,30181,843444,24105104.0,Wednesday,False,7,2025,848755.0,826641.0,24306346.0,23581204.0,787482.8571428572,771829.3571428572,22607986.14285714,22192703.14285714
2025-07-25,431944,431098,173,24,649,198314,24110,134,181372,49643,100212,31517,836720,23991998.0,Friday,False,7,2025,843444.0,833190.0,24105104.0,23784038.0,787987.1428571428,770920.6428571428,22637694.714285713,22173746.785714287
2025-07-26,259225,258549,540,43,93,237427,15350,63,201596,51290,114879,35427,714337,20706455.0,Saturday,True,7,2025,836720.0,819858.0,23991998.0,23409099.0,772912.7142857143,760390.9285714285,22251602.714285713,21888987.214285713
2025-07-27,142277,141848,351,29,49,236103,8686,114,183298,47978,101916,33404,570907,16732579.0,Sunday,True,7,2025,714337.0,830189.0,20706455.0,23785961.0,735872.4285714285,748230.5714285715,21243976.714285713,21551329.42857143
2025-07-28,441960,441266,186,15,493,201829,25028,111,168140,48159,91148,28833,837762,23950080.0,Monday,False,7,2025,570907.0,758949.0,16732579.0,21929801.0,747131.4285714285,766215.4285714285,21532588.0,22036128.285714287
2025-07-29,449016,448279,170,15,552,185829,25984,115,157305,43984,82861,30460,818986,23380922.0,Tuesday,False,7,2025,837762.0,577995.0,23950080.0,16935554.0,781558.7142857143,782192.3571428572,22453354.85714286,22459184.64285714
2025-07-30,463794,463050,136,42,566,191572,26733,146,162129,46051,87503,28575,845118,24127558.0,Wednesday,False,7,2025,818986.0,848755.0,23380922.0,24306346.0,781039.1428571428,783060.7857142857,22427813.714285713,22480478.5
2025-07-31,446292,445606,120,21,545,193876,25988,227,166603,47074,89743,29786,833672,23826804.0,Thursday,False,7,2025,845118.0,843444.0,24127558.0,24105104.0,779643.1428571428,783563.0,22388056.57142857,22498021.35714286
2025-08-14,488569,487951,238,40,340,293707,33052,322,268138,79459,138617,50062,1084406,31174593.0,Thursday,False,8,2025,833672.0,836720.0,23826804.0,23991998.0,815026.8571428572,801507.0,23414141.57142857,23025918.14285714
2025-08-15,194028,191790,1930,112,196,386683,14440,396,141701,9822,51298,83062,739486,21751656.0,Friday,False,8,2025,1084406.0,714337.0,31174593.0,20706455.0,818619.5714285715,795766.1428571428,23563456.0,22907529.35714286
2025-08-16,271190,269972,1019,93,106,334983,19134,133,134626,845,45456,74903,761284,22110140.0,Saturday,True,8,2025,739486.0,570907.0,21751656.0,16732579.0,845816.2857142857,790844.3571428572,24331679.0,22787827.85714286
2025-08-18,485345,484280,385,5,675,270054,34029,532,228711,68969,118099,41643,1019736,29334545.0,Monday,False,8,2025,761284.0,837762.0,22110140.0,23950080.0,871812.5714285715,809472.0,25100888.285714287,23316738.14285714
2025-08-19,508149,507164,260,30,695,238907,36710,1210,201681,60409,103131,38141,987642,28307963.0,Tuesday,False,8,2025,1019736.0,818986.0,29334545.0,23380922.0,895906.2857142857,838732.5,25804751.285714287,24129053.07142857
2025-08-20,511617,510543,324,59,691,242909,37695,915,201593,60963,102602,38028,995803,28548799.0,Wednesday,False,8,2025,987642.0,845118.0,28307963.0,24127558.0,917432.7142857143,849235.9285714285,26436357.14285714,24432085.42857143
2025-08-21,500808,499757,275,73,703,239249,37702,749,198728,59690,101922,37116,978287,28059406.0,Thursday,False,8,2025,995803.0,833672.0,28548799.0,23826804.0,938092.0,858867.5714285715,27041014.57142857,24714535.57142857
2025-08-27,108463,107959,354,33,117,194918,10687,87,124085,37596,63409,23080,438744,12888291.0,Wednesday,False,8,2025,978287.0,1084406.0,28059406.0,31174593.0,845854.5714285715,830440.7142857143,24428685.714285713,23921413.64285714
2025-08-28,429091,428637,174,37,243,220353,34687,64,170776,54079,85957,30740,855425,24454337.0,Thursday,False,8,2025,438744.0,739486.0,12888291.0,21751656.0,862417.2857142857,840518.4285714285,24814783.0,24189119.5
2025-08-30,314544,314054,363,42,85,261367,25621,128,210758,61663,113698,35397,812908,23488218.0,Saturday,True,8,2025,855425.0,761284.0,24454337.0,22110140.0,869792.1428571428,857804.2142857143,25011651.285714287,24671665.14285714
2025-08-31,154229,153733,419,11,66,261400,14325,179,199312,57246,106996,35070,629941,18471993.0,Sunday,True,8,2025,812908.0,1019736.0,23488218.0,29334545.0,814107.1428571428,842959.8571428572,23459858.14285714,24280373.214285713
2025-09-14,164736,164213,36,53,434,301104,17518,300,4565,73490,130358,39682,488746,14295802.0,Sunday,True,9,2025,629941.0,987642.0,18471993.0,28307963.0,742836.2857142857,819371.2857142857,21458120.85714286,23631436.07142857
2025-09-15,495383,494310,250,28,795,248072,50094,270,3564,66656,109305,35024,798456,22696941.0,Monday,False,9,2025,488746.0,995803.0,14295802.0,28548799.0,714643.8571428572,816038.2857142857,20622141.14285714,23529249.14285714
2025-09-16,513311,512194,163,41,913,231505,52807,68,3654,62300,104737,31983,802462,22793927.0,Tuesday,False,9,2025,798456.0,978287.0,22696941.0,28059406.0,689526.0,813809.0,19869929.85714286,23455472.214285713
2025-09-17,520110,518837,275,114,884,245848,54350,131,3145,64261,105123,34039,824857,23454440.0,Wednesday,False,9,2025,802462.0,438744.0,22793927.0,12888291.0,744685.0,795269.7857142857,21379379.714285713,22904032.714285713
2025-09-18,515821,514598,259,93,871,245248,53686,377,4055,66086,108877,34195,820410,23326177.0,Thursday,False,9,2025,824857.0,855425.0,23454440.0,24454337.0,739682.8571428572,801050.0714285715,21218214.0,23016498.5
2025-09-19,505343,504011,276,125,931,238803,51572,482,4686,71231,121698,38432,802218,22834171.0,Friday,False,9,2025,820410.0,812908.0,23326177.0,23488218.0,738155.7142857143,803973.9285714285,21124778.714285713,23068215.0
2025-09-20,335267,334705,349,57,156,302911,35080,551,6041,80535,142449,43943,680412,19472329.0,Saturday,True,9,2025,802218.0,629941.0,22834171.0,18471993.0,745365.8571428572,779736.5,21267683.85714286,22363771.0
2025-09-21,148560,147916,531,50,63,265890,17109,90,4964,64622,112073,34646,437257,12718780.0,Sunday,True,9,2025,680412.0,488746.0,19472329.0,14295802.0,738010.2857142857,740423.2857142857,21042395.0,21250257.92857143
2025-09-22,486764,485817,111,19,817,251956,52476,368,3812,64866,108832,32614,796323,22657658.0,Monday,False,9,2025,437257.0,798456.0,12718780.0,22696941.0,737705.5714285715,726174.7142857143,21036783.14285714,20829462.14285714
2025-09-23,504953,503805,254,21,873,235533,55259,0,3769,59991,99533,31262,800662,22754441.0,Tuesday,False,9,2025,796323.0,802462.0,22657658.0,22793927.0,737448.4285714285,713487.2142857143,21031142.285714287,20450536.07142857
2025-09-24,499426,498291,206,52,877,245019,55609,73,3987,63126,104951,32196,805249,22913062.0,Wednesday,False,9,2025,800662.0,824857.0,22754441.0,23454440.0,734647.2857142857,739666.1428571428,20953802.57142857,21166591.14285714
2025-09-26,473797,472333,239,300,925,338236,53621,274,8171,81808,9711,45438,875563,25155809.0,Friday,False,9,2025,805249.0,820410.0,22913062.0,23326177.0,742526.2857142857,741104.5714285715,21215178.57142857,21216696.285714287
2025-09-27,296386,295419,567,219,181,398368,34497,788,11235,100060,8332,54617,742241,21486852.0,Saturday,True,9,2025,875563.0,802218.0,25155809.0,22834171.0,733958.1428571428,736056.9285714285,21022704.42857143,21073741.57142857
2025-09-28,160601,159739,526,270,66,341619,19662,956,8092,79077,40416,41872,531792,15556717.0,Sunday,True,9,2025,742241.0,680412.0,21486852.0,19472329.0,712726.7142857143,729046.2857142857,20463331.285714287,20865507.57142857
2025-10-13,495308,494122,268,30,888,259305,65364,242,102924,70109,34780,5545,924329,26499526.0,Monday,False,10,2025,531792.0,437257.0,15556717.0,12718780.0,782308.4285714285,760159.3571428572,22432009.285714287,21737202.14285714
2025-10-14,515751,514500,321,23,907,248317,69224,175,98627,68010,34284,5559,933345,26714737.0,Tuesday,False,10,2025,924329.0,796323.0,26499526.0,22657658.0,801883.0,769794.2857142857,23011592.0,22024187.57142857
2025-10-15,516318,515145,191,31,951,252511,66598,440,103723,70345,35694,5828,940763,26943616.0,Wednesday,False,10,2025,933345.0,800662.0,26714737.0,22754441.0,821897.4285714285,779672.9285714285,23610045.57142857,22320593.92857143
2025-10-16,502738,501653,131,36,918,261137,67733,211,88791,74245,35945,6527,921695,26401856.0,Thursday,False,10,2025,940763.0,805249.0,26943616.0,22913062.0,838532.5714285715,786589.9285714285,24108444.714285713,22531123.64285714
2025-10-17,472241,471039,195,27,980,307945,64768,320,70893,88071,45445,9035,917369,26381337.0,Friday,False,10,2025,921695.0,875563.0,26401856.0,25155809.0,844504.8571428572,793515.5714285715,24283520.14285714,22749349.35714286
2025-10-19,130430,129832,548,3,47,276262,18288,352,82997,53807,26027,4898,508927,14911640.0,Sunday,True,10,2025,917369.0,742241.0,26381337.0,21486852.0,811174.2857142857,772566.2142857143,23344204.14285714,22183454.285714287
2025-10-20,119537,119087,379,64,7,209561,17204,716,53610,37657,18487,3469,401078,11701659.0,Monday,False,10,2025,508927.0,531792.0,14911640.0,15556717.0,792500.8571428572,752613.7857142857,22793481.57142857,21628406.42857143
2025-10-21,201934,201541,229,25,139,214311,27202,261,58085,40889,20350,3535,502186,14510718.0,Tuesday,False,10,2025,401078.0,924329.0,11701659.0,26499526.0,732194.7142857143,757251.5714285715,21080794.714285713,21756402.0
2025-10-22,205134,204784,155,39,156,210873,29708,540,68357,47323,22571,4168,514962,14888408.0,Wednesday,False,10,2025,502186.0,933345.0,14510718.0,26714737.0,672425.7142857143,737154.3571428572,19391319.14285714,21201455.57142857
2025-10-24,415427,415068,143,43,173,230820,58691,714,85634,60664,27928,5030,791645,22562809.0,Friday,False,10,2025,514962.0,940763.0,14888408.0,26943616.0,651123.1428571428,736510.2857142857,18765489.57142857,21187767.57142857
2025-10-26,152669,152249,309,38,73,274102,22199,302,102489,65253,30240,6102,552181,16145953.0,Sunday,True,10,2025,791645.0,921695.0,22562809.0,26401856.0,598335.4285714285,718434.0,17300360.57142857,20704402.64285714
2025-10-27,473145,472215,111,34,785,241464,67936,457,96497,68110,31202,5562,880429,25215605.0,Monday,False,10,2025,552181.0,917369.0,16145953.0,26381337.0,593058.2857142857,718781.5714285715,17133827.42857143,20708673.785714287
2025-10-29,491007,489957,205,62,783,226476,72190,469,90599,63155,29841,5309,881791,25210859.0,Wednesday,False,10,2025,880429.0,508927.0,25215605.0,14911640.0,646324.5714285715,728749.4285714285,18605144.42857143,20974674.285714287
2025-10-30,466852,465904,153,40,755,220685,70237,553,89797,63097,29472,5472,849072,24288374.0,Thursday,False,10,2025,881791.0,401078.0,25210859.0,11701659.0,710323.7142857143,751412.2857142857,20403246.57142857,21598364.07142857
2025-11-13,487571,486410,146,56,959,227658,80266,868,96334,66660,32391,6544,893858,25627317.0,Thursday,False,11,2025,849072.0,502186.0,24288374.0,14510718.0,766276.8571428572,749235.7857142857,21991332.14285714,21536063.42857143
2025-11-14,450200,449069,156,34,941,243910,71377,746,108040,72295,34752,7438,875404,25177610.0,Friday,False,11,2025,893858.0,514962.0,25627317.0,14888408.0,817768.5714285715,745097.1428571428,23461218.14285714,21426268.64285714
2025-11-16,158107,157596,418,24,69,293396,26440,543,121621,74924,36441,8191,600618,17583649.0,Sunday,True,11,2025,875404.0,791645.0,25177610.0,22562809.0,790479.0,720801.0714285715,22749909.57142857,20757699.57142857
2025-11-19,504172,502968,193,95,916,239749,76152,643,101678,67220,32647,9718,923598,26466614.0,Wednesday,False,11,2025,600618.0,552181.0,17583649.0,16145953.0,843538.5714285715,720937.0,24224289.714285713,20762325.14285714
2025-11-20,484379,483152,231,87,909,234887,71935,911,101354,69436,33219,9662,894693,25657113.0,Thursday,False,11,2025,923598.0,880429.0,26466614.0,25215605.0,845576.2857142857,719317.2857142857,24287362.285714287,20710594.85714286
2025-11-21,453547,452400,173,39,935,241831,68258,445,104456,73276,35499,7573,869684,24995879.0,Friday,False,11,2025,894693.0,881791.0,25657113.0,25210859.0,843846.7142857143,745085.6428571428,24256650.85714286,21430897.64285714
2025-11-24,459381,458432,123,40,786,237441,71006,479,93425,66185,30717,6897,862681,24726227.0,Monday,False,11,2025,869684.0,849072.0,24995879.0,24288374.0,845790.8571428572,778057.2857142857,24319201.285714287,22361223.92857143
2025-11-25,478111,477035,197,46,833,220783,75002,462,92290,63358,30238,6880,867724,24837997.0,Tuesday,False,11,2025,862681.0,893858.0,24726227.0,25627317.0,842057.4285714285,804167.1428571428,24206441.285714287,23098886.714285713
2025-11-26,479156,478071,185,85,815,226455,74753,545,94144,63196,31059,7029,876138,25088572.0,Wednesday,False,11,2025,867724.0,875404.0,24837997.0,25177610.0,842162.2857142857,829965.4285714285,24193721.57142857,23827469.85714286
2025-11-27,456604,455545,190,56,813,226024,71461,1275,96014,64332,30585,6660,852437,24439928.0,Thursday,False,11,2025,876138.0,600618.0,25088572.0,17583649.0,878136.4285714285,834307.7142857143,25173190.0,23961549.785714287
2025-11-28,438437,437241,300,44,852,235686,69540,1073,106702,71678,34447,7663,852634,24513229.0,Friday,False,11,2025,852437.0,923598.0,24439928.0,26466614.0,867998.7142857143,855768.6428571428,24894135.0,24559212.35714286
